Site,Depth,Record,Date,Time,Licor sensor,Unit measurement,PPFFR
Balingasay,30m,28,20/08/2024,34:07.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,339.07
Balingasay,30m,29,20/08/2024,34:12.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,339.29
Balingasay,30m,30,20/08/2024,34:17.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,353.06
Balingasay,30m,31,20/08/2024,34:22.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,357.45
Balingasay,30m,32,20/08/2024,34:27.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,351.09
Balingasay,30m,33,20/08/2024,34:32.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,364.77
Balingasay,30m,34,20/08/2024,34:37.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,371.59
Balingasay,30m,35,20/08/2024,34:42.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,362.65
Balingasay,30m,36,20/08/2024,34:47.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,364.3
Lucero,10m,0,20/08/2024,31:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,727.92
Lucero,10m,1,20/08/2024,31:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,759.66
Lucero,10m,2,20/08/2024,31:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,821.9
Lucero,10m,3,20/08/2024,31:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,755.9
Lucero,10m,4,20/08/2024,31:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,709.11
Lucero,10m,5,20/08/2024,31:45.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,684
Lucero,10m,6,20/08/2024,31:50.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,700.84
Lucero,10m,7,20/08/2024,31:55.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,713.8
Lucero,10m,8,20/08/2024,32:00.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,716.11
Lucero,10m,9,20/08/2024,32:05.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,735.46
Lucero,10m,10,20/08/2024,32:10.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,769.04
Lucero,10m,11,20/08/2024,32:15.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,732.48
Lucero,10m,12,20/08/2024,32:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,782.87
Lucero,10m,13,20/08/2024,32:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,786.92
Lucero,10m,14,20/08/2024,32:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,771.46
Lucero,10m,15,20/08/2024,32:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,732.48
Lucero,10m,16,20/08/2024,32:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,719.63
Lucero,10m,17,20/08/2024,32:45.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,893.48
Lucero,10m,18,20/08/2024,32:50.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,747.76
Lucero,10m,19,20/08/2024,32:55.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,728.83
Lucero,10m,20,20/08/2024,33:00.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,710.22
Lucero,10m,21,20/08/2024,33:05.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,791.1
Lucero,10m,22,20/08/2024,33:10.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,754.85
Lucero,10m,23,20/08/2024,33:15.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,752.49
Lucero,10m,24,20/08/2024,33:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,788.01
Lucero,10m,25,20/08/2024,33:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,755.1
Lucero,10m,26,20/08/2024,33:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,707.46
Lucero,10m,27,20/08/2024,33:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,829.61
Lucero,10m,28,20/08/2024,33:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,752.09
Lucero,10m,29,20/08/2024,33:45.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,672.51
Lucero,10m,30,20/08/2024,33:50.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,709.29
Lucero,10m,31,20/08/2024,33:55.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,770.33
Lucero,10m,32,20/08/2024,34:00.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,737.17
Lucero,10m,33,20/08/2024,34:05.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,713.42
Lucero,10m,34,20/08/2024,34:10.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,755.92
Lucero,10m,35,20/08/2024,34:15.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,800.57
Lucero,10m,36,20/08/2024,34:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,809.11
Lucero,10m,37,20/08/2024,34:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,759.01
Lucero,10m,38,20/08/2024,34:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,745.62
Lucero,10m,39,20/08/2024,34:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,741.06
Lucero,10m,40,20/08/2024,34:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,737.06
Lucero,20m,0,20/08/2024,27:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,301.59
Lucero,20m,1,20/08/2024,27:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,306.9
Lucero,20m,2,20/08/2024,27:45.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,304.11
Lucero,20m,3,20/08/2024,27:50.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,306.19
Lucero,20m,4,20/08/2024,27:55.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,307.65
Lucero,20m,5,20/08/2024,28:00.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,326.83
Lucero,20m,6,20/08/2024,28:05.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,302.31
Lucero,20m,7,20/08/2024,28:10.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,303.9
Lucero,20m,8,20/08/2024,28:15.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,308.6
Lucero,20m,9,20/08/2024,28:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,327.67
Lucero,20m,10,20/08/2024,28:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,327.49
Lucero,20m,11,20/08/2024,28:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,319.1
Lucero,20m,12,20/08/2024,28:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,321.22
Lucero,20m,13,20/08/2024,28:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,334.64
Lucero,20m,14,20/08/2024,28:45.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,373.13
Lucero,20m,15,20/08/2024,28:50.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,336.15
Lucero,20m,16,20/08/2024,28:55.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,348.86
Lucero,20m,17,20/08/2024,29:00.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,353.37
Lucero,20m,18,20/08/2024,29:05.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,354.59
Lucero,20m,19,20/08/2024,29:10.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,353.08
Lucero,20m,20,20/08/2024,29:15.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,347.94
Lucero,20m,21,20/08/2024,29:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,360.23
Lucero,20m,22,20/08/2024,29:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,366.78
Lucero,20m,23,20/08/2024,29:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,367.06
Lucero,20m,24,20/08/2024,29:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,374.27
Lucero,20m,25,20/08/2024,29:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,369.39
Lucero,20m,26,20/08/2024,29:45.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,369.26
Lucero,20m,27,20/08/2024,29:50.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,364.13
Lucero,20m,28,20/08/2024,29:55.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,355.38
Lucero,20m,29,20/08/2024,30:00.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,352.35
Lucero,20m,30,20/08/2024,30:05.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,366.73
Lucero,20m,31,20/08/2024,30:10.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,359.45
Lucero,20m,32,20/08/2024,30:15.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,368.79
Lucero,20m,33,20/08/2024,30:20.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,363.12
Lucero,20m,34,20/08/2024,30:25.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,377.71
Lucero,20m,35,20/08/2024,30:30.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,376.72
Lucero,20m,36,20/08/2024,30:35.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,410.17
Lucero,20m,37,20/08/2024,30:40.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,420.66
Lucero,30m,0,20/08/2024,23:43.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,203.46
Lucero,30m,1,20/08/2024,23:48.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,205.64
Lucero,30m,2,20/08/2024,23:53.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,202.23
Lucero,30m,3,20/08/2024,23:58.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,202.23
Lucero,30m,4,20/08/2024,24:03.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,201.51
Lucero,30m,5,20/08/2024,24:08.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,202.33
Lucero,30m,6,20/08/2024,24:13.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,203.31
Lucero,30m,7,20/08/2024,24:18.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,200.81
Lucero,30m,8,20/08/2024,24:23.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,198.49
Lucero,30m,9,20/08/2024,24:28.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,192.45
Lucero,30m,10,20/08/2024,24:33.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,193.2
Lucero,30m,11,20/08/2024,24:38.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,189.53
Lucero,30m,12,20/08/2024,24:43.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,187.85
Lucero,30m,13,20/08/2024,24:48.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,186.97
Lucero,30m,14,20/08/2024,24:53.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,186.77
Lucero,30m,15,20/08/2024,24:58.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,183.27
Lucero,30m,16,20/08/2024,25:03.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,181.46
Lucero,30m,17,20/08/2024,25:08.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,185.77
Lucero,30m,18,20/08/2024,25:13.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,181.82
Lucero,30m,19,20/08/2024,25:18.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,182.77
Lucero,30m,20,20/08/2024,25:23.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,182.01
Lucero,30m,21,20/08/2024,25:28.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,180.29
Lucero,30m,22,20/08/2024,25:33.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,180.53
Lucero,30m,23,20/08/2024,25:38.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,179.68
Lucero,30m,24,20/08/2024,25:43.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,180.42
Lucero,30m,25,20/08/2024,25:48.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,176.34
Lucero,30m,26,20/08/2024,25:53.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,172.88
Lucero,30m,27,20/08/2024,25:58.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,172.53
Lucero,30m,28,20/08/2024,26:03.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,170.65
Lucero,30m,29,20/08/2024,26:08.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,170.94
Lucero,30m,30,20/08/2024,26:13.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,169.07
Lucero,30m,31,20/08/2024,26:18.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,167.26
Lucero,30m,32,20/08/2024,26:23.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,164.72
Lucero,30m,33,20/08/2024,26:28.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,163.66
Lucero,30m,34,20/08/2024,26:33.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,165.45
Lucero,30m,35,20/08/2024,26:38.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,165.12
Lucero,30m,36,20/08/2024,26:43.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,168.91
Lucero,30m,37,20/08/2024,26:48.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,168.23
Lucero,40m,0,20/08/2024,19:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,109.39
Lucero,40m,1,20/08/2024,19:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,109.77
Lucero,40m,2,20/08/2024,19:56.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,109.98
Lucero,40m,3,20/08/2024,20:01.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,110.5
Lucero,40m,4,20/08/2024,20:06.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.95
Lucero,40m,5,20/08/2024,20:11.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,115.05
Lucero,40m,6,20/08/2024,20:16.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,116.64
Lucero,40m,7,20/08/2024,20:21.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,116.32
Lucero,40m,8,20/08/2024,20:26.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,115.32
Lucero,40m,9,20/08/2024,20:31.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,114.8
Lucero,40m,10,20/08/2024,20:36.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,114.08
Lucero,40m,11,20/08/2024,20:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,115.04
Lucero,40m,12,20/08/2024,20:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,115.27
Lucero,40m,13,20/08/2024,20:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,116.11
Lucero,40m,14,20/08/2024,20:56.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,117.16
Lucero,40m,15,20/08/2024,21:01.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,116.31
Lucero,40m,16,20/08/2024,21:06.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,115.71
Lucero,40m,17,20/08/2024,21:11.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,114.18
Lucero,40m,18,20/08/2024,21:16.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.46
Lucero,40m,19,20/08/2024,21:21.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.97
Lucero,40m,20,20/08/2024,21:26.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.53
Lucero,40m,21,20/08/2024,21:31.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,113.28
Lucero,40m,22,20/08/2024,21:36.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.09
Lucero,40m,23,20/08/2024,21:41.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,111.84
Lucero,40m,24,20/08/2024,21:46.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.12
Lucero,40m,25,20/08/2024,21:51.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,111.3
Lucero,40m,26,20/08/2024,21:56.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,111.58
Lucero,40m,27,20/08/2024,22:01.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,110.83
Lucero,40m,28,20/08/2024,22:06.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,112.15
Lucero,40m,29,20/08/2024,22:11.0,LI-193 (Spherical underwater quantum sensor),Photosynthetic Photon Flux Fluence Rate (PPFFR) or Quantum Scalar Irradiance,110.96
