Year,Location,Site,Depth,Transect,Interval,Genus,Species epithet,Species,Abundance,Size est.,Match,Family,a,b,Biomass,Trophic group
2018,Apo Reef,Aladin,12,3,5,Amblyglyphidodon,aureus,Amblyglyphidodon aureus,2,6,54,Pomacentridae,0.02138,2.99,9.07,Planktivore
2018,Apo Reef,Aladin,12,3,5,Chromis,atripes,Chromis atripes,4,3,310,Pomacentridae,0.00484,3,0.52,Herbivore
2018,Apo Reef,Aladin,12,3,5,Zanclus,cornutus,Zanclus cornutus,2,14,1088,Zanclidae,0.0147,3.37,214.19,Omnivore
2018,Apo Reef,Aladin,12,3,5,Myripristis,berndti,Myripristis berndti,1,20,656,Holocentridae,0.0168,3.061,161.35,Planktivore
2018,Apo Reef,Aladin,12,3,5,Pomacentrus,brachialis,Pomacentrus brachialis,1,3,820,Pomacentridae,0.0116,3.387,0.48,Herbivore
2018,Apo Reef,Aladin,12,3,10,Amblyglyphidodon,aureus,Amblyglyphidodon aureus,2,6,54,Pomacentridae,0.02138,2.99,9.07,Planktivore
2018,Apo Reef,Aladin,12,3,10,Forcipiger,longirostris,Forcipiger longirostris,1,5,482,Chaetodontidae,0.01384,3,1.73,Benthic Invertivore
2018,Apo Reef,Aladin,12,3,10,Centropyge,vrolikii,Centropyge vrolikii,1,3,218,Pomacanthidae,0.0302,2.89,0.72,Corallivore
2018,Apo Reef,Aladin,12,3,10,Abudefduf,sexfasciatus,Abudefduf sexfasciatus,1,5,8,Pomacentridae,0.02291,3.04,3.05,Herbivore
2018,Apo Reef,Aladin,12,3,10,Naso,vlamingii,Naso vlamingii,1,25,675,Acanthuridae,0.0497,2.839,462.5,Herbivore
2018,Apo Reef,Aladin,12,3,10,Labroides,dimidiatus,Labroides dimidiatus,1,4,583,Labridae,0.00447,3.13,0.34,Benthic Invertivore
2018,Apo Reef,Aladin,12,3,10,Pomacentrus,vaiuli,Pomacentrus vaiuli,1,4,847,Pomacentridae,0.0619,2.628,2.37,Herbivore
2018,Apo Reef,Aladin,12,3,15,Dascyllus,reticulatus,Dascyllus reticulatus,1,2,407,Pomacentridae,0.0612,2.747,0.41,Herbivore
2018,Apo Reef,Aladin,12,3,15,Hemitaurichthys,polylepis,Hemitaurichthys polylepis,10,5,547,Chaetodontidae,0.02649,3,33.11,Planktivore
2018,Apo Reef,Aladin,12,3,15,Amblyglyphidodon,aureus,Amblyglyphidodon aureus,1,4,54,Pomacentridae,0.02138,2.99,1.35,Planktivore
2018,Apo Reef,Aladin,12,3,15,Chromis,weberi,Chromis weberi,1,4,331,Pomacentridae,0.03906,3,2.5,Herbivore
2018,Apo Reef,Aladin,12,3,15,Melichthys,vidua,Melichthys vidua,1,15,646,Balistidae,0.0058,3.554,87.75,Omnivore
2018,Apo Reef,Aladin,12,3,15,Pygoplites,diacanthus,Pygoplites diacanthus,1,20,918,Pomacanthidae,0.00514,3,41.12,Benthic Invertivore
2018,Apo Reef,Aladin,12,3,15,Pomacentrus,brachialis,Pomacentrus brachialis,1,8,820,Pomacentridae,0.0116,3.387,13.28,Herbivore
2018,Apo Reef,Aladin,12,3,15,Chaetodon,auriga,Chaetodon auriga,1,13,235,Chaetodontidae,0.0312,2.953,60.76,Benthic Invertivore
2018,Apo Reef,Aladin,12,3,15,Centropyge,vrolikii,Centropyge vrolikii,1,4,218,Pomacanthidae,0.0302,2.89,1.66,Corallivore
2018,Apo Reef,Aladin,12,3,20,Dascyllus,reticulatus,Dascyllus reticulatus,10,3,407,Pomacentridae,0.0612,2.747,12.51,Herbivore
2018,Apo Reef,Aladin,12,3,20,Chromis,xanthura,Chromis xanthura,15,6,333,Pomacentridae,0.009,2.773,19.42,Planktivore
2018,Apo Reef,Aladin,12,3,20,Chromis,margaritifer,Chromis margaritifer,5,3,319,Pomacentridae,0.0182,3,2.46,Herbivore
2018,Apo Reef,Aladin,12,3,20,Amblyglyphidodon,aureus,Amblyglyphidodon aureus,15,5,54,Pomacentridae,0.02138,2.99,39.45,Planktivore
2018,Apo Reef,Aladin,12,3,25,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,2,8,27,Acanthuridae,0.0089,3.278,16.25,Herbivore
2018,Apo Reef,Aladin,12,3,25,Chromis,retrofasciata,Chromis retrofasciata,10,3,325,Pomacentridae,0.009,2.773,1.89,Herbivore
2018,Apo Reef,Aladin,12,3,25,Chromis,margaritifer,Chromis margaritifer,10,4,319,Pomacentridae,0.0182,3,11.65,Herbivore
2018,Apo Reef,Aladin,12,3,25,Chromis,atripes,Chromis atripes,3,3,310,Pomacentridae,0.00484,3,0.39,Herbivore
2018,Apo Reef,Shark Airport,12,1,5,Acanthurus,japonicus,Acanthurus japonicus,2,15,20,Acanthuridae,0.02188,2.97,136.17,Herbivore
2018,Apo Reef,Shark Airport,12,1,5,Melichthys,vidua,Melichthys vidua,1,20,646,Balistidae,0.0058,3.554,243.94,Omnivore
2018,Apo Reef,Shark Airport,12,1,5,Pomacentrus,brachialis,Pomacentrus brachialis,1,2,820,Pomacentridae,0.0116,3.387,0.12,Herbivore
2018,Apo Reef,Shark Airport,12,1,5,Pomacentrus,brachialis,Pomacentrus brachialis,1,6,820,Pomacentridae,0.0116,3.387,5.01,Herbivore
2018,Apo Reef,Shark Airport,12,1,5,Parupeneus,bifasciatus,Parupeneus bifasciatus,1,14,742,Mullidae,0.00741,3.2,34.47,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,1,5,Bodianus,mesothorax,Bodianus mesothorax,1,12,167,Labridae,0.0123,3.04,23.48,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,1,5,Ctenochaetus,striatus,Ctenochaetus striatus,1,15,399,Acanthuridae,0.0137,3.083,57.89,Detritivore
2018,Apo Reef,Shark Airport,12,1,10,Chaetodon,vagabundus,Chaetodon vagabundus,2,15,264,Chaetodontidae,0.02776,2.973,174.17,Corallivore
2018,Apo Reef,Shark Airport,12,1,10,Pomacentrus,brachialis,Pomacentrus brachialis,3,5,820,Pomacentridae,0.0116,3.387,8.11,Herbivore
2018,Apo Reef,Shark Airport,12,1,10,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,2,10,27,Acanthuridae,0.0089,3.278,33.76,Herbivore
2018,Apo Reef,Shark Airport,12,1,10,Parupeneus,bifasciatus,Parupeneus bifasciatus,1,12,742,Mullidae,0.00741,3.2,21.05,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,1,10,Scarus,niger,Scarus niger,2,10,956,Scaridae,0.0316,3.09,77.75,Herbivore
2018,Apo Reef,Shark Airport,12,1,10,Acanthurus,thompsoni,Acanthurus thompsoni,6,20,32,Acanthuridae,0.01533,3,735.84,Planktivore
2018,Apo Reef,Shark Airport,12,1,15,Melichthys,vidua,Melichthys vidua,1,20,646,Balistidae,0.0058,3.554,243.94,Omnivore
2018,Apo Reef,Shark Airport,12,1,15,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,2,9,27,Acanthuridae,0.0089,3.278,23.9,Herbivore
2018,Apo Reef,Shark Airport,12,1,15,Acanthurus,xanthopterus,Acanthurus xanthopterus,1,15,35,Acanthuridae,0.0473,2.787,89.67,Omnivore
2018,Apo Reef,Shark Airport,12,1,15,Pomacentrus,philippinus,Pomacentrus philippinus,1,3,837,Pomacentridae,0.0508,2.707,0.99,Herbivore
2018,Apo Reef,Shark Airport,12,1,15,Cephalopholis,urodeta,Cephalopholis urodeta,1,14,229,Serranidae,0.02822,2.818,47.9,Piscivore
2018,Apo Reef,Shark Airport,12,1,15,Pomacentrus,vaiuli,Pomacentrus vaiuli,2,5,847,Pomacentridae,0.0619,2.628,8.5,Herbivore
2018,Apo Reef,Shark Airport,12,1,20,Acanthurus,pyroferus,Acanthurus pyroferus,1,25,30,Acanthuridae,0.00179,3,27.97,Herbivore
2018,Apo Reef,Shark Airport,12,1,20,Monotaxis,grandoculis,Monotaxis grandoculis,1,20,649,Lethrinidae,0.02042,2.98,153.86,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,1,20,Cephalopholis,argus,Cephalopholis argus,1,10,219,Serranidae,0.00678,3.274,12.74,Piscivore
2018,Apo Reef,Shark Airport,12,1,20,Acanthurus,japonicus,Acanthurus japonicus,2,18,20,Acanthuridae,0.02188,2.97,234.01,Herbivore
2018,Apo Reef,Shark Airport,12,1,20,Labroides,dimidiatus,Labroides dimidiatus,2,5,583,Labridae,0.00447,3.13,1.38,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,1,20,Chlorurus,capistratoides,Chlorurus capistratoides,1,23,290,Scaridae,0.01413,3.04,194.89,Herbivore
2018,Apo Reef,Shark Airport,12,1,20,Chlorurus,microrhinos,Chlorurus microrhinos,1,40,294,Scaridae,0.0273,2.93,1349.58,Herbivore
2018,Apo Reef,Shark Airport,12,1,20,Pomacentrus,philippinus,Pomacentrus philippinus,1,4,837,Pomacentridae,0.0508,2.707,2.17,Herbivore
2018,Apo Reef,Shark Airport,12,1,20,Chlorurus,bleekeri,Chlorurus bleekeri,1,30,288,Scaridae,0.01995,3.01,557.29,Herbivore
2018,Apo Reef,Shark Airport,12,1,25,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,3,12,27,Acanthuridae,0.0089,3.278,92.06,Herbivore
2018,Apo Reef,Shark Airport,12,1,25,Acanthurus,pyroferus,Acanthurus pyroferus,1,20,30,Acanthuridae,0.00179,3,14.32,Herbivore
2018,Apo Reef,Shark Airport,12,1,25,Dascyllus,reticulatus,Dascyllus reticulatus,2,3,407,Pomacentridae,0.0612,2.747,2.5,Herbivore
2018,Apo Reef,Shark Airport,12,1,25,Amphiprion,clarkii,Amphiprion clarkii,2,7,70,Pomacentridae,0.02291,2.99,15.41,Planktivore
2018,Apo Reef,Shark Airport,12,1,25,Zanclus,cornutus,Zanclus cornutus,2,14,1088,Zanclidae,0.0147,3.37,214.19,Omnivore
2018,Apo Reef,Shark Airport,12,1,25,Bodianus,mesothorax,Bodianus mesothorax,1,10,167,Labridae,0.0123,3.04,13.49,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,1,25,Chromis,margaritifer,Chromis margaritifer,2,3,319,Pomacentridae,0.0182,3,0.98,Herbivore
2018,Apo Reef,Shark Airport,12,1,25,Acanthurus,japonicus,Acanthurus japonicus,1,15,20,Acanthuridae,0.02188,2.97,68.08,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,3,20,27,Acanthuridae,0.0089,3.278,491.23,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Scarus,niger,Scarus niger,1,15,956,Scaridae,0.0316,3.09,136.08,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Ctenochaetus,striatus,Ctenochaetus striatus,1,12,399,Acanthuridae,0.0137,3.083,29.1,Detritivore
2018,Apo Reef,Shark Airport,12,2,5,Acanthurus,thompsoni,Acanthurus thompsoni,10,12,32,Acanthuridae,0.01533,3,264.9,Planktivore
2018,Apo Reef,Shark Airport,12,2,10,Ctenochaetus,striatus,Ctenochaetus striatus,4,15,399,Acanthuridae,0.0137,3.083,231.56,Detritivore
2018,Apo Reef,Shark Airport,12,2,10,Chlorurus,capistratoides,Chlorurus capistratoides,1,22,290,Scaridae,0.01413,3.04,170.26,Herbivore
2018,Apo Reef,Shark Airport,12,2,10,Acanthurus,japonicus,Acanthurus japonicus,1,10,20,Acanthuridae,0.02188,2.97,20.42,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Zanclus,cornutus,Zanclus cornutus,1,14,1088,Zanclidae,0.0147,3.37,107.09,Omnivore
2018,Apo Reef,Shark Airport,12,2,15,Scarus,forsteni,Scarus forsteni,1,13,949,Scaridae,0.01995,3.01,44.97,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Siganus,argenteus,Siganus argenteus,1,14,993,Siganidae,0.0109,3.154,44.91,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Myripristis,berndti,Myripristis berndti,4,15,656,Holocentridae,0.0168,3.061,267.54,Planktivore
2018,Apo Reef,Shark Airport,12,2,15,Cheilinus,fasciatus,Cheilinus fasciatus,1,15,270,Labridae,0.01487,3,50.19,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,20,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,4,16,27,Acanthuridae,0.0089,3.278,315.18,Herbivore
2018,Apo Reef,Shark Airport,12,2,20,Cetoscarus,bicolor,Cetoscarus bicolor,2,20,230,Scaridae,0.01567,3,250.72,Herbivore
2018,Apo Reef,Shark Airport,12,2,20,Scarus,niger,Scarus niger,1,25,956,Scaridae,0.0316,3.09,659.66,Herbivore
2018,Apo Reef,Shark Airport,12,2,20,Cheilinus,fasciatus,Cheilinus fasciatus,1,14,270,Labridae,0.01487,3,40.8,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,20,Chromis,weberi,Chromis weberi,1,5,331,Pomacentridae,0.03906,3,4.88,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Chaetodon,kleinii,Chaetodon kleinii,1,6,241,Chaetodontidae,0.0448,2.828,7.11,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Pomacentrus,brachialis,Pomacentrus brachialis,3,5,820,Pomacentridae,0.0116,3.387,8.11,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Ctenochaetus,striatus,Ctenochaetus striatus,1,23,399,Acanthuridae,0.0137,3.083,216.24,Detritivore
2018,Apo Reef,Shark Airport,12,2,25,Ctenochaetus,striatus,Ctenochaetus striatus,3,12,399,Acanthuridae,0.0137,3.083,87.29,Detritivore
2018,Apo Reef,Shark Airport,12,2,25,Melichthys,vidua,Melichthys vidua,1,20,646,Balistidae,0.0058,3.554,243.94,Omnivore
2018,Apo Reef,Shark Airport,12,2,25,Chromis,xanthura,Chromis xanthura,2,8,333,Pomacentridae,0.009,2.773,5.75,Planktivore
2018,Apo Reef,Shark Airport,12,2,25,Epibulus,insidiator,Epibulus insidiator,1,8,446,Labridae,0.0138,3.01,7.21,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,5,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,10,14,27,Acanthuridae,0.0089,3.278,508.63,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Scarus,forsteni,Scarus forsteni,1,20,949,Scaridae,0.01995,3.01,164.45,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Chaetodon,kleinii,Chaetodon kleinii,1,6,241,Chaetodontidae,0.0448,2.828,7.11,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Bodianus,mesothorax,Bodianus mesothorax,1,5,167,Labridae,0.0123,3.04,1.64,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,5,Zebrasoma,scopas,Zebrasoma scopas,1,6,1090,Acanthuridae,0.04,2.867,6.81,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Heniochus,chrysostomus,Heniochus chrysostomus,1,14,550,Chaetodontidae,0.0132,3.369,95.91,Corallivore
2018,Apo Reef,Shark Airport,12,2,5,Chlorurus,capistratoides,Chlorurus capistratoides,1,13,290,Scaridae,0.01413,3.04,34.4,Herbivore
2018,Apo Reef,Shark Airport,12,2,5,Cheilinus,fasciatus,Cheilinus fasciatus,1,6,270,Labridae,0.01487,3,3.21,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,10,Pomacentrus,brachialis,Pomacentrus brachialis,1,5,820,Pomacentridae,0.0116,3.387,2.7,Herbivore
2018,Apo Reef,Shark Airport,12,2,10,Cephalopholis,argus,Cephalopholis argus,1,30,219,Serranidae,0.00678,3.274,464.86,Piscivore
2018,Apo Reef,Shark Airport,12,2,10,Cheilinus,fasciatus,Cheilinus fasciatus,1,8,270,Labridae,0.01487,3,7.61,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,10,Acanthurus,pyroferus,Acanthurus pyroferus,1,20,30,Acanthuridae,0.00179,3,14.32,Herbivore
2018,Apo Reef,Shark Airport,12,2,10,Pygoplites,diacanthus,Pygoplites diacanthus,1,15,918,Pomacanthidae,0.00514,3,17.35,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,10,Balistoides,viridescens,Balistoides viridescens,1,40,156,Balistidae,0.02442,3.018,1670.18,Corallivore
2018,Apo Reef,Shark Airport,12,2,10,Naso,lituratus,Naso lituratus,1,18,668,Acanthuridae,0.0497,2.839,182,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Scarus,forsteni,Scarus forsteni,1,19,949,Scaridae,0.01995,3.01,140.93,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Melichthys,vidua,Melichthys vidua,1,20,646,Balistidae,0.0058,3.554,243.94,Omnivore
2018,Apo Reef,Shark Airport,12,2,15,Zebrasoma,scopas,Zebrasoma scopas,1,10,1090,Acanthuridae,0.04,2.867,29.45,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Zebrasoma,scopas,Zebrasoma scopas,1,13,1090,Acanthuridae,0.04,2.867,62.48,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Cephalopholis,urodeta,Cephalopholis urodeta,1,8,229,Serranidae,0.02822,2.818,9.9,Piscivore
2018,Apo Reef,Shark Airport,12,2,15,Pomacentrus,vaiuli,Pomacentrus vaiuli,1,3,847,Pomacentridae,0.0619,2.628,1.11,Herbivore
2018,Apo Reef,Shark Airport,12,2,15,Cheilinus,undulatus,Cheilinus undulatus,1,100,274,Labridae,0.01514,2.99,14458.59,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,20,Cephalopholis,urodeta,Cephalopholis urodeta,1,8,229,Serranidae,0.02822,2.818,9.9,Piscivore
2018,Apo Reef,Shark Airport,12,2,20,Pomacentrus,brachialis,Pomacentrus brachialis,3,4,820,Pomacentridae,0.0116,3.387,3.81,Herbivore
2018,Apo Reef,Shark Airport,12,2,20,Balistapus,undulatus,Balistapus undulatus,1,8,153,Balistidae,0.0058,3.554,9.4,Omnivore
2018,Apo Reef,Shark Airport,12,2,20,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,5,6,27,Acanthuridae,0.0089,3.278,15.82,Herbivore
2018,Apo Reef,Shark Airport,12,2,20,Chromis,weberi,Chromis weberi,1,5,331,Pomacentridae,0.03906,3,4.88,Herbivore
2018,Apo Reef,Shark Airport,12,2,20,Pygoplites,diacanthus,Pygoplites diacanthus,1,6,918,Pomacanthidae,0.00514,3,1.11,Benthic Invertivore
2018,Apo Reef,Shark Airport,12,2,20,Chlorurus,bleekeri,Chlorurus bleekeri,1,25,288,Scaridae,0.01995,3.01,321.92,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Acanthurus,japonicus,Acanthurus japonicus,2,14,20,Acanthuridae,0.02188,2.97,110.94,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Cetoscarus,bicolor,Cetoscarus bicolor,1,23,230,Scaridae,0.01567,3,190.66,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Chromis,weberi,Chromis weberi,1,5,331,Pomacentridae,0.03906,3,4.88,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Scarus,niger,Scarus niger,5,13,956,Scaridae,0.0316,3.09,437.26,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Chaetodon,lunulatus,Chaetodon lunulatus,1,3,244,Chaetodontidae,0.02239,3.01,0.61,Corallivore
2018,Apo Reef,Shark Airport,12,2,25,Chlorurus,bleekeri,Chlorurus bleekeri,1,40,288,Scaridae,0.01995,3.01,1324.78,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Scarus,niger,Scarus niger,2,24,956,Scaridae,0.0316,3.09,1162.97,Herbivore
2018,Apo Reef,Shark Airport,12,2,25,Heniochus,chrysostomus,Heniochus chrysostomus,1,14,550,Chaetodontidae,0.0132,3.369,95.91,Corallivore
2018,Apo Reef,Mabuti,13,2,25,Pomacentrus,brachialis,Pomacentrus brachialis,1,5,820,Pomacentridae,0.0116,3.387,2.7,Herbivore
2018,Apo Reef,Mabuti,13,2,25,Zebrasoma,scopas,Zebrasoma scopas,1,7,1090,Acanthuridae,0.04,2.867,10.59,Herbivore
2018,Apo Reef,Mabuti,13,2,25,Melichthys,vidua,Melichthys vidua,3,18,646,Balistidae,0.0058,3.554,503.25,Omnivore
2018,Apo Reef,Mabuti,13,2,25,Pomacentrus,vaiuli,Pomacentrus vaiuli,1,3,847,Pomacentridae,0.0619,2.628,1.11,Herbivore
2018,Apo Reef,Mabuti,13,2,25,Acanthurus,japonicus,Acanthurus japonicus,1,7,20,Acanthuridae,0.02188,2.97,7.08,Herbivore
2018,Apo Reef,Mabuti,13,2,25,Chromis,weberi,Chromis weberi,20,5,331,Pomacentridae,0.03906,3,97.65,Herbivore
2018,Apo Reef,Mabuti,13,2,25,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,1,8,27,Acanthuridae,0.0089,3.278,8.12,Herbivore
2018,Apo Reef,Mabuti,13,2,25,Chromis,margaritifer,Chromis margaritifer,30,5,319,Pomacentridae,0.0182,3,68.25,Herbivore
2018,Apo Reef,Mabuti,13,3,5,Chlorurus,microrhinos,Chlorurus microrhinos,1,40,294,Scaridae,0.0273,2.93,1349.58,Herbivore
2018,Apo Reef,Mabuti,13,3,5,Acanthurus,thompsoni,Acanthurus thompsoni,50,8,32,Acanthuridae,0.01533,3,392.45,Planktivore
2018,Apo Reef,Mabuti,13,3,5,Chromis,weberi,Chromis weberi,10,6,331,Pomacentridae,0.03906,3,84.37,Herbivore
2018,Apo Reef,Mabuti,13,3,5,Hemitaurichthys,polylepis,Hemitaurichthys polylepis,1,5,547,Chaetodontidae,0.02649,3,3.31,Planktivore
2018,Apo Reef,Mabuti,13,3,5,Chromis,xanthura,Chromis xanthura,2,7,333,Pomacentridae,0.009,2.773,3.97,Planktivore
2018,Apo Reef,Mabuti,13,3,5,Parupeneus,bifasciatus,Parupeneus bifasciatus,1,10,742,Mullidae,0.00741,3.2,11.74,Benthic Invertivore
2018,Apo Reef,Mabuti,13,3,5,Bodianus,mesothorax,Bodianus mesothorax,1,5,167,Labridae,0.0123,3.04,1.64,Benthic Invertivore
2018,Apo Reef,Mabuti,13,3,10,Amblyglyphidodon,leucogaster,Amblyglyphidodon leucogaster,1,6,57,Pomacentridae,0.0195,2.97,3.99,Planktivore
2018,Apo Reef,Mabuti,13,3,10,Chaetodon,baronessa,Chaetodon baronessa,1,7,236,Chaetodontidae,0.0448,2.828,11,Corallivore
2018,Apo Reef,Mabuti,13,3,10,Pygoplites,diacanthus,Pygoplites diacanthus,2,10,918,Pomacanthidae,0.00514,3,10.28,Benthic Invertivore
2018,Apo Reef,Mabuti,13,3,10,Chromis,margaritifer,Chromis margaritifer,10,3,319,Pomacentridae,0.0182,3,4.91,Herbivore
2018,Apo Reef,Mabuti,13,3,10,Zanclus,cornutus,Zanclus cornutus,1,14,1088,Zanclidae,0.0147,3.37,107.09,Omnivore
2018,Apo Reef,Mabuti,13,3,10,Macolor,macularis,Macolor macularis,1,30,629,Lutjanidae,0.01445,2.97,352.3,Piscivore
2018,Apo Reef,Mabuti,13,3,10,Chlorurus,microrhinos,Chlorurus microrhinos,1,40,294,Scaridae,0.0273,2.93,1349.58,Herbivore
2018,Apo Reef,Mabuti,13,3,10,Melichthys,vidua,Melichthys vidua,1,10,646,Balistidae,0.0058,3.554,20.77,Omnivore
2018,Apo Reef,Mabuti,13,3,10,Chlorurus,sordidus,Chlorurus sordidus,1,10,295,Scaridae,0.0319,2.927,26.96,Detritivore
2018,Apo Reef,Mabuti,13,3,15,Chromis,margaritifer,Chromis margaritifer,10,3,319,Pomacentridae,0.0182,3,4.91,Herbivore
2018,Apo Reef,Mabuti,13,3,15,Acanthurus,pyroferus,Acanthurus pyroferus,1,18,30,Acanthuridae,0.00179,3,10.44,Herbivore
2018,Apo Reef,Mabuti,13,3,15,Zebrasoma,scopas,Zebrasoma scopas,1,14,1090,Acanthuridae,0.04,2.867,77.27,Herbivore
2018,Apo Reef,Mabuti,13,3,15,Acanthurus,thompsoni,Acanthurus thompsoni,10,10,32,Acanthuridae,0.01533,3,153.3,Planktivore
2018,Apo Reef,Mabuti,13,3,15,Chaetodon,kleinii,Chaetodon kleinii,2,6,241,Chaetodontidae,0.0448,2.828,14.22,Herbivore
2018,Apo Reef,Mabuti,13,3,15,Chromis,margaritifer,Chromis margaritifer,1,3,319,Pomacentridae,0.0182,3,0.49,Herbivore
2018,Apo Reef,Mabuti,13,3,15,Chaetodon,lunulatus,Chaetodon lunulatus,2,6,244,Chaetodontidae,0.02239,3.01,9.85,Corallivore
2018,Apo Reef,Mabuti,13,3,15,Pomacentrus,vaiuli,Pomacentrus vaiuli,1,4,847,Pomacentridae,0.0619,2.628,2.37,Herbivore
2018,Apo Reef,Mabuti,13,3,15,Chaetodon,punctatofasciatus,Chaetodon punctatofasciatus,1,6,253,Chaetodontidae,0.02239,3.01,4.92,Corallivore
2018,Apo Reef,Mabuti,13,3,20,Amblyglyphidodon,leucogaster,Amblyglyphidodon leucogaster,1,6,57,Pomacentridae,0.0195,2.97,3.99,Planktivore
2018,Apo Reef,Mabuti,13,3,20,Melichthys,vidua,Melichthys vidua,1,15,646,Balistidae,0.0058,3.554,87.75,Omnivore
2018,Apo Reef,Mabuti,13,3,20,Melichthys,vidua,Melichthys vidua,1,20,646,Balistidae,0.0058,3.554,243.94,Omnivore
2018,Apo Reef,Mabuti,13,3,20,Acanthurus,pyroferus,Acanthurus pyroferus,1,20,30,Acanthuridae,0.00179,3,14.32,Herbivore
2018,Apo Reef,Mabuti,13,3,20,Chromis,margaritifer,Chromis margaritifer,10,3,319,Pomacentridae,0.0182,3,4.91,Herbivore
2018,Apo Reef,Mabuti,13,3,20,Naso,lituratus,Naso lituratus,1,12,668,Acanthuridae,0.0497,2.839,57.56,Herbivore
2018,Apo Reef,Mabuti,13,3,20,Centropyge,vrolikii,Centropyge vrolikii,1,4,218,Pomacanthidae,0.0302,2.89,1.66,Corallivore
2018,Apo Reef,Mabuti,13,3,20,Naso,unicornis,Naso unicornis,1,20,674,Acanthuridae,0.0328,2.789,139.46,Herbivore
2018,Apo Reef,Mabuti,13,3,25,Chromis,margaritifer,Chromis margaritifer,4,4,319,Pomacentridae,0.0182,3,4.66,Herbivore
2018,Apo Reef,Mabuti,13,3,25,Balistapus,undulatus,Balistapus undulatus,1,8,153,Balistidae,0.0058,3.554,9.4,Omnivore
2018,Apo Reef,Mabuti,13,3,25,Zebrasoma,veliferum,Zebrasoma veliferum,1,20,1092,Acanthuridae,0.03425,2.866,183.41,Herbivore
2018,Apo Reef,Mabuti,13,3,25,Anampses,twistii,Anampses twistii,1,12,86,Labridae,0.01466,3,25.33,Benthic Invertivore
2018,Apo Reef,Mabuti,13,3,25,Anampses,twistii,Anampses twistii,1,8,86,Labridae,0.01466,3,7.51,Benthic Invertivore
2018,Apo Reef,Mabuti,13,3,25,Anampses,twistii,Anampses twistii,1,5,86,Labridae,0.01466,3,1.83,Benthic Invertivore
2018,Apo Reef,Mabuti,13,3,25,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,1,5,795,Pomacentridae,0.02138,2.99,2.63,Herbivore
2018,Apo Reef,Mabuti,13,3,25,Cephalopholis,urodeta,Cephalopholis urodeta,1,5,229,Serranidae,0.02822,2.818,2.63,Piscivore
2018,Apo Reef,Mabuti,13,3,25,Paracirrhites,arcatus,Paracirrhites arcatus,1,5,724,Cirrhitidae,0.00912,3.07,1.28,Benthic Invertivore
2018,Apo Reef,Mabuti,13,1,5,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,2,10,27,Acanthuridae,0.0089,3.278,33.76,Herbivore
2018,Apo Reef,Mabuti,13,1,5,Chromis,margaritifer,Chromis margaritifer,2,3,319,Pomacentridae,0.0182,3,0.98,Herbivore
